9d8gzm3k,All Gems
9kv6pn02,Minigames - Time Decreasing
02qge7yd,Peach Monarchs
wdmw1642,All Unlocks
wk6jzmqd,Hyper Cup
rklqv162,4. Flying Ace
w20zj3od,Any% (NG+)
z27301od,Goron Target Range
jdrpj7x2,Any%
wdme852q,Arcade Mode
824xmy3d,RTA (Luigi)
q259o8ko,Corruption
9d8vr0qk,Knife Only
mkexjznd,Crazy Targets - Solo
ndx8qeok,Act 3
9d86gp72,Finish (Emulator)
ndx5gx5k,NG+
ndx1q012,Hero (PC)
rkl3jn6k,Adventure (Hyrule RNG Code only)
rklg0ndn,Any%
zd37qev2,B Class
ndx3p9vd,Pixel Remaster Any%
zdn419kq,All Cards
wdm8r52q,100%
7kj1y1gk,Flash Tracer
zd3lryrd,ILs
7dgm9nld,Single Boards
zd3681ed,2. Crop Duster
z27rj7od,Delve level 500
jdz9l632,Sonic
zd3o0qnd,Minigames - Time Increasing
824x41nd,100%
xk9lr9yk,Detonator (PC)
xk9p986d,Any%
824n8wk5,100% (N64)
q25orrvk,Beat the Event
wkpjg8kr,10 Star
wk6pjnqd,Story Mode 100%
wk6no3p2,Any% Expert NewDark
7kjzvznd,IL
wkp551gd,100% Lite
jdz1l6kv,Rocket Launcher
wdmve43d,100% Emu
jdz3mxx2,Vine Jump
wkp9nnw2,All Level Spatulas
vdo48pv2,All Detonators
7kj6pg23,Time Trials
zd3wzvkn,Extra Special Cup
9d81x3kn,Any%
zdnrp1n2,All Best Lap Challenge Levels
z27xogd0,Any%
lvdo96dp,Grand Prix
rklzg82n,100%
mkeo3xnd,Lunar Dragon
02qlejky,Any%
9kvqlodg,100%
jdze7xxd,Courses 81-90
9d845pqk,Any% [FDS]
xk90o7xk,All Gold Bolts
jdz9mz32,Extra Time Attack
z271vlz2,Any% (JP/Glitchless)
n2yeov1k,Moves & Tokens
5dw14onk,Legacy solo
7kjmqxk3,Any% (No Glitched Jobs)
mkeqo7jk,All Levels
zdnnwnnd,"All Levels """"""NG+"""""""
ndx890rk,Race (X360/PS3)
824le0wd,30th Anniversary
02q4rydy,Any% (N64)
jdrxlwxd,Ski Slalom
jdzl6ev2,Arena Boss Rounds
w20w88dn,Any%
zdnql7ed,PlayStation (JP)
xd13o04k,Easy
mkez5g9k,Deathmatch
zdnqzqnd,Amateur Rallycross
xk9v48vd,Any%
jdr1m802,Low%
zd3wn5nk,Chapter 3 Normal
xk9l5oyk,Any% All-Stars
mkez638k,Beat Chapter 1
8240e13d,Platinum%
jdr9lvxd,NewSave%
ndxplpo2,Both Loops
zd3lqjyd,Hades Cup (Proud)
ndxp0r12,New Game +
jdz3og32,New Game (Escape Ending)
8246zewd,PAL
wz27r0d0,Any%
7kjqz7zd,Highscore
ndx551kq,Flight
7kj377n2,Stage Badges
xk9lwlvk,Amateur Supercross
w20xjnz2,Any% Axe-only (Arcade)
9d836qq2,Adventure (Blindfolded)
7dgnzwx2,Challenges
n2y344zd,Any%
7dg54x24,Master
rkl95wwk,Race
824l8qgd,All Level Spatulas (No CB)
9d83roq2,No SBA
n2y79m82,Best Race Time
zd3xwyyd,All Main Collectibles
vdo5lvkp,Any% NG+
q25lg8ko,RTA (Mario)
xd1r8gwk,All Levels
zd3054yd,Bowser Monsters
7kjp14k3,Any%
9d8x1ew2,Coin Time Attack
wk6166rd,Ring Attack
9d8gyo7k,All bonus tracks
7kjvr3nk,Story Mode Doubles
mke0r6d6,All Star Tournaments
z27o6yod,Pet Rescue
5dw59edg,Second Quest
xd1evw42,Balance Bubble
q2540wdo,Sora's Story
9kvj4o3k,SuperCar%
z27g0j52,SpeedrunRT
z27lmw0d,Max Upgrades
7dgrpngk,All Cups (NG+)
02qjqzdy,Riku's Story
9d8p4o6k,Meltdown
vdooev1d,Speed Trax NTSC
7dg40ypd,Darkness
q25owo8k,Six Bronze Medals
5dw8pgdg,Any%
ndx45752,Arena Timed Rounds
9d8pn06k,Glitch-less (NTSC) (Legacy)
l9kv332g,Any%
zdn0l0e2,100% NPG
z27rv9gd,Any% [NooB]
q258w7j2,All Master Level Events
wkp03zj2,Challenge Mission
5dw533ed,Any% Expert
zdnq7qxd,Individual Chapters (NG+)
xk9l3y4k,Premium Cup
w20g1mjk,100%
mke9mzjd,Arena (Normal)
q257ywwd,All Bloops
z27355zd,"Any% Mario Only, All-Stars"
9d85oqdn,Mayahem Temple 100%
wdm3x3kq,Any%
z2774902,Master System
vdoz8x9k,100%
jdz8o5rd,All Collectibles
z2777j42,"Any%, Warpless (US)"
w20vee8k,All Possible Items
wk67jexd,Time Attack
w20vgq5k,All Dog Tags
z27wg44k,Turf Takeover
02q9wvyk,Arcade
ndx8x9vk,NG (Knife Only)
5dwg5yek,Game Guides
n2y5z48k,Courses 41-50
9kv81odg,Any%
mke437x2,Shiny Hunting
w20gvv8k,All Dungeons Restricted
02q6qjky,Normal Ending
q2575wyd,Get Panties
zd3707v2,All Bosses
xk9wlg20,Bonus Circuit
mke4emx2,Any% No BiT
9d8y86kn,Any% No LSS
wdm8qoe2,Infinity Mission
rklglznd,Any%
02qxxyky,Carrie
9d8486kn,Nitro Cups
wkpj5yjk,Silver Evo
jdz44gkv,Reinhardt
7dgn6x24,Best Ending Glitchless
xd1g498d,All characters
mkexww6d,DuckTales
7dgrn7pk,PSN
7kjovo32,All Treasures
824lpe3d,Turbo All Cases (NG+)
w20gqzzk,All Socks  (No CB)
ndx9yo1d,Challenges
7kjzj6zd,Take 'Em All On!
5dwp4xlk,Flashback 1
zdnq06nd,All Level Spatulas
xd17pn7d,Levels 11-20
n2y7472o,Any%
wk679jxd,No Damage
mkex7e9d,Monkey Boat
z27304d0,All Debts
jdzr4g2v,100%
jzd3gn2n,Any%
q25368gk,Round 2
xk90qryk,11 Exit Goals
824m7xg2,Fastest Lap
9kvjq53k,Operative
xk9j1rvd,Arctic RTA
xk9p89vd,IL
wk68vze2,Hero Mode Extras
9d8o1jw2,Crash The Game
824png32,20 Rounds
vdozvykp,Any%
z273g1gd,Beginner
7kjop323,Any%
02qg9vzd,Any% (US)
wkp1g9gk,Frozen Slider
9d8gzlkn,100%
jdrpz0n2,100%
jdzw443d,Max Power
9d8p587k,DK Wilds
q25j0wvd,100%
824plzg2,Car Crusher
7dgpygd4,Any%
9kvp50kg,Any% Hero Mode
xk9jv1yd,Any%
w20pjzkn,NG+ 105%
q25jolyd,PC (Pixel Remaster)
q258o7y2,Fox
wkpye0vk,50 Rounds
xk9golyd,High Score (No Star Blocks)
ndx8erkq,100% No Major Glitches
prklm8dn,All Monkeys
vdoznqok,Emulator
9d8p7o3k,Speed Golf Back Tees
9kvlx32g,Any%
zd3vqqv2,Any% No Major Sequence Breaks
rklevq2n,Beginner
9d8ov8q2,Turbo Original Cases (NG+)
wk6eg5p2,Glitchless - Three Hole Check
vdox0pod,Talk to Yerbal
5dw4ngnk,Tyurru
mke44g92,Extra Time Attack
9d8vgg7k,All Bananas
q25gvmwd,Octo Expansion Extras
wdm5rl52,Any% [No RNG Manipulation]
vdoqm1kp,Expert
xd1egxw2,PC (JPN)
zdn0gq2q,Flower Cup
5dw1790k,Cups
824g0w25,All characters trials
n2yg0772,Any% No Walljumps
zd3ovrrd,King of the Ring
7dgm11pd,Chip 'N Dale 2
rklq44r2,Jill's Diary
9kvx4l02,Default Souls
zd37mgv2,Time Attack
5dw48n0k,Any% Normal NewDark
w20y0ozk,Plus
z276080d,TZA - PC
7dg909xk,Olympic Events
wk61vrd1,Ultimate
xd1emqz2,Warpless
ndxnejkq,No DCW/BC
w20g7vjk,Escape RTA
wdmwxp32,Any%
5dwgpvgk,Collect 'Em All
ndx8lzrk,"99 Rounds, Type B"
wk64qrd1,All Sports
5dwjoonk,All Boards
q25o63gk,All Missions
zd36m6ed,Golf: 3 Holes
zdnn7x9d,Glitchless
824g74m2,Team Battle
wkp3482r,Magirock%
